x,y
1375,1578
1376,1578
785,1579
786,1579
1376,1579
1377,1579
1378,1579
783,1580
784,1580
785,1580
1378,1580
1379,1580
1380,1580
782,1581
783,1581
1380,1581
1381,1581
1382,1581
781,1582
782,1582
1382,1582
1383,1582
1384,1582
780,1583
781,1583
1384,1583
1385,1583
1386,1583
778,1584
779,1584
780,1584
1386,1584
1387,1584
1388,1584
777,1585
778,1585
1388,1585
1389,1585
1390,1585
776,1586
777,1586
1390,1586
1391,1586
1392,1586
775,1587
776,1587
1392,1587
1393,1587
773,1588
774,1588
775,1588
1393,1588
1394,1588
1395,1588
772,1589
773,1589
1395,1589
1396,1589
1397,1589
771,1590
772,1590
1397,1590
1398,1590
1399,1590
770,1591
771,1591
1399,1591
1400,1591
768,1592
769,1592
770,1592
1400,1592
1401,1592
1402,1592
767,1593
768,1593
1402,1593
1403,1593
1404,1593
766,1594
767,1594
1404,1594
1405,1594
765,1595
766,1595
1405,1595
1406,1595
1407,1595
764,1596
765,1596
1407,1596
1408,1596
1409,1596
762,1597
763,1597
764,1597
1409,1597
1410,1597
761,1598
762,1598
1410,1598
1411,1598
1412,1598
760,1599
761,1599
1412,1599
1413,1599
1414,1599
759,1600
760,1600
1414,1600
1415,1600
758,1601
759,1601
1415,1601
1416,1601
1417,1601
757,1602
758,1602
1417,1602
1418,1602
755,1603
756,1603
757,1603
1418,1603
1419,1603
1420,1603
754,1604
755,1604
1420,1604
1421,1604
1422,1604
753,1605
754,1605
1422,1605
1423,1605
752,1606
753,1606
1423,1606
1424,1606
1425,1606
751,1607
752,1607
1425,1607
1426,1607
750,1608
751,1608
1426,1608
1427,1608
1428,1608
749,1609
750,1609
1428,1609
1429,1609
748,1610
749,1610
1429,1610
1430,1610
1431,1610
747,1611
748,1611
1431,1611
1432,1611
745,1612
746,1612
747,1612
1432,1612
1433,1612
744,1613
745,1613
1433,1613
1434,1613
1435,1613
743,1614
744,1614
1435,1614
1436,1614
742,1615
743,1615
1436,1615
1437,1615
1438,1615
741,1616
742,1616
1438,1616
1439,1616
740,1617
741,1617
1439,1617
1440,1617
739,1618
740,1618
1440,1618
1441,1618
1442,1618
738,1619
739,1619
1442,1619
1443,1619
737,1620
738,1620
1443,1620
1444,1620
736,1621
737,1621
1444,1621
1445,1621
1446,1621
735,1622
736,1622
1446,1622
1447,1622
734,1623
735,1623
1447,1623
1448,1623
733,1624
734,1624
1448,1624
1449,1624
1450,1624
732,1625
733,1625
1450,1625
1451,1625
731,1626
732,1626
1451,1626
1452,1626
730,1627
731,1627
1452,1627
1453,1627
729,1628
730,1628
1453,1628
1454,1628
1455,1628
728,1629
729,1629
1455,1629
1456,1629
727,1630
728,1630
1456,1630
1457,1630
726,1631
727,1631
1457,1631
1458,1631
725,1632
726,1632
1458,1632
1459,1632
1460,1632
724,1633
725,1633
1460,1633
1461,1633
723,1634
724,1634
1461,1634
1462,1634
722,1635
723,1635
1462,1635
1463,1635
721,1636
722,1636
1463,1636
1464,1636
720,1637
721,1637
1464,1637
1465,1637
719,1638
720,1638
1465,1638
1466,1638
1467,1638
718,1639
719,1639
1467,1639
1468,1639
717,1640
718,1640
1468,1640
1469,1640
716,1641
717,1641
1469,1641
1470,1641
715,1642
716,1642
1470,1642
1471,1642
715,1643
1471,1643
1472,1643
714,1644
715,1644
1472,1644
1473,1644
713,1645
714,1645
1473,1645
1474,1645
712,1646
713,1646
1474,1646
1475,1646
711,1647
712,1647
1475,1647
1476,1647
1477,1647
710,1648
711,1648
1477,1648
1478,1648
709,1649
710,1649
1478,1649
1479,1649
708,1650
709,1650
1479,1650
1480,1650
707,1651
708,1651
1480,1651
1481,1651
707,1652
1481,1652
1482,1652
706,1653
707,1653
1482,1653
1483,1653
705,1654
706,1654
1483,1654
1484,1654
704,1655
705,1655
1484,1655
1485,1655
703,1656
704,1656
1485,1656
1486,1656
702,1657
703,1657
1486,1657
1487,1657
701,1658
702,1658
1487,1658
1488,1658
701,1659
1488,1659
1489,1659
700,1660
701,1660
1489,1660
1490,1660
699,1661
700,1661
1490,1661
1491,1661
698,1662
699,1662
1491,1662
1492,1662
697,1663
698,1663
1492,1663
1493,1663
696,1664
697,1664
1493,1664
1494,1664
696,1665
1494,1665
1495,1665
695,1666
696,1666
1495,1666
1496,1666
694,1667
695,1667
1496,1667
1497,1667
693,1668
694,1668
1497,1668
692,1669
693,1669
1497,1669
1498,1669
692,1670
1498,1670
1499,1670
691,1671
692,1671
1499,1671
1500,1671
690,1672
691,1672
1500,1672
1501,1672
689,1673
690,1673
1501,1673
1502,1673
689,1674
1502,1674
1503,1674
688,1675
689,1675
1503,1675
1504,1675
687,1676
688,1676
1504,1676
1505,1676
686,1677
687,1677
1505,1677
686,1678
1505,1678
1506,1678
685,1679
686,1679
1506,1679
1507,1679
684,1680
685,1680
1507,1680
1508,1680
683,1681
684,1681
1508,1681
1509,1681
683,1682
1509,1682
1510,1682
682,1683
683,1683
1510,1683
681,1684
682,1684
1510,1684
1511,1684
680,1685
681,1685
1511,1685
1512,1685
680,1686
1512,1686
1513,1686
679,1687
680,1687
1513,1687
678,1688
679,1688
1513,1688
1514,1688
678,1689
1514,1689
1515,1689
677,1690
678,1690
1515,1690
1516,1690
676,1691
677,1691
1516,1691
675,1692
676,1692
1516,1692
1517,1692
675,1693
1517,1693
1518,1693
674,1694
675,1694
1518,1694
1519,1694
673,1695
674,1695
1519,1695
673,1696
1519,1696
1520,1696
672,1697
673,1697
1520,1697
1521,1697
671,1698
672,1698
1521,1698
671,1699
1521,1699
1522,1699
670,1700
671,1700
1522,1700
1523,1700
669,1701
670,1701
1523,1701
1524,1701
669,1702
1524,1702
668,1703
669,1703
1524,1703
1525,1703
667,1704
668,1704
1525,1704
667,1705
1525,1705
1526,1705
666,1706
667,1706
1526,1706
1527,1706
665,1707
666,1707
1527,1707
665,1708
1527,1708
1528,1708
664,1709
665,1709
1528,1709
1529,1709
664,1710
1529,1710
663,1711
664,1711
1529,1711
1530,1711
662,1712
663,1712
1530,1712
662,1713
1530,1713
1531,1713
661,1714
662,1714
1531,1714
1532,1714
660,1715
661,1715
1532,1715
660,1716
1532,1716
1533,1716
659,1717
660,1717
1533,1717
659,1718
1533,1718
1534,1718
658,1719
659,1719
1534,1719
658,1720
1534,1720
1535,1720
657,1721
658,1721
1535,1721
656,1722
657,1722
1535,1722
1536,1722
656,1723
1536,1723
1537,1723
655,1724
656,1724
1537,1724
655,1725
1537,1725
1538,1725
654,1726
655,1726
1538,1726
653,1727
654,1727
1538,1727
1539,1727
653,1728
1539,1728
652,1729
653,1729
1539,1729
1540,1729
652,1730
1540,1730
651,1731
652,1731
1540,1731
651,1732
1540,1732
1541,1732
650,1733
651,1733
1541,1733
650,1734
843,1734
844,1734
845,1734
846,1734
847,1734
848,1734
849,1734
850,1734
851,1734
852,1734
853,1734
854,1734
855,1734
856,1734
857,1734
858,1734
859,1734
860,1734
861,1734
862,1734
863,1734
864,1734
865,1734
866,1734
867,1734
868,1734
869,1734
870,1734
871,1734
872,1734
873,1734
874,1734
875,1734
876,1734
877,1734
878,1734
879,1734
880,1734
881,1734
882,1734
883,1734
884,1734
885,1734
886,1734
887,1734
1541,1734
1542,1734
649,1735
650,1735
841,1735
842,1735
843,1735
887,1735
888,1735
889,1735
890,1735
891,1735
892,1735
898,1735
899,1735
900,1735
901,1735
902,1735
903,1735
904,1735
905,1735
906,1735
907,1735
908,1735
909,1735
910,1735
911,1735
912,1735
913,1735
914,1735
915,1735
916,1735
917,1735
918,1735
919,1735
920,1735
921,1735
922,1735
923,1735
924,1735
925,1735
926,1735
927,1735
928,1735
929,1735
930,1735
931,1735
932,1735
933,1735
934,1735
935,1735
936,1735
937,1735
938,1735
939,1735
940,1735
941,1735
942,1735
943,1735
1542,1735
649,1736
838,1736
839,1736
840,1736
841,1736
892,1736
893,1736
894,1736
895,1736
896,1736
897,1736
898,1736
943,1736
944,1736
945,1736
946,1736
947,1736
1542,1736
1543,1736
648,1737
649,1737
799,1737
800,1737
801,1737
802,1737
803,1737
804,1737
805,1737
806,1737
807,1737
808,1737
809,1737
810,1737
811,1737
812,1737
813,1737
814,1737
815,1737
816,1737
817,1737
818,1737
819,1737
820,1737
821,1737
822,1737
823,1737
824,1737
825,1737
826,1737
827,1737
828,1737
829,1737
830,1737
831,1737
832,1737
833,1737
834,1737
836,1737
837,1737
838,1737
895,1737
947,1737
948,1737
949,1737
950,1737
951,1737
1543,1737
648,1738
798,1738
799,1738
834,1738
835,1738
836,1738
951,1738
952,1738
953,1738
954,1738
955,1738
956,1738
957,1738
958,1738
959,1738
960,1738
961,1738
962,1738
963,1738
964,1738
965,1738
966,1738
967,1738
968,1738
969,1738
970,1738
971,1738
972,1738
973,1738
974,1738
975,1738
976,1738
977,1738
978,1738
979,1738
980,1738
981,1738
982,1738
983,1738
984,1738
985,1738
986,1738
987,1738
988,1738
989,1738
990,1738
991,1738
992,1738
993,1738
994,1738
995,1738
996,1738
997,1738
998,1738
1543,1738
1544,1738
647,1739
648,1739
797,1739
798,1739
998,1739
999,1739
1000,1739
1001,1739
1002,1739
1544,1739
647,1740
796,1740
797,1740
1002,1740
1003,1740
1004,1740
1005,1740
1544,1740
646,1741
647,1741
796,1741
1005,1741
1006,1741
1007,1741
1008,1741
1009,1741
1010,1741
1011,1741
1012,1741
1013,1741
1014,1741
1015,1741
1016,1741
1017,1741
1018,1741
1019,1741
1020,1741
1021,1741
1022,1741
1023,1741
1024,1741
1025,1741
1026,1741
1027,1741
1028,1741
1029,1741
1030,1741
1031,1741
1032,1741
1033,1741
1034,1741
1035,1741
1036,1741
1037,1741
1038,1741
1039,1741
1040,1741
1041,1741
1042,1741
1043,1741
1044,1741
1045,1741
1046,1741
1047,1741
1048,1741
1049,1741
1050,1741
1051,1741
1052,1741
1053,1741
1054,1741
1544,1741
1545,1741
646,1742
795,1742
796,1742
1054,1742
1055,1742
1056,1742
1057,1742
1058,1742
1545,1742
645,1743
646,1743
794,1743
795,1743
1058,1743
1059,1743
1060,1743
1061,1743
1545,1743
1546,1743
645,1744
793,1744
794,1744
1061,1744
1062,1744
1063,1744
1064,1744
1546,1744
644,1745
645,1745
793,1745
1064,1745
1065,1745
1066,1745
1546,1745
644,1746
792,1746
793,1746
1066,1746
1067,1746
1068,1746
1069,1746
1546,1746
1547,1746
643,1747
644,1747
791,1747
792,1747
1069,1747
1070,1747
1071,1747
1547,1747
643,1748
791,1748
1071,1748
1072,1748
1073,1748
1547,1748
642,1749
643,1749
790,1749
791,1749
1073,1749
1074,1749
1075,1749
1547,1749
1548,1749
642,1750
789,1750
790,1750
1075,1750
1076,1750
1077,1750
1548,1750
641,1751
642,1751
788,1751
789,1751
1077,1751
1078,1751
1079,1751
1548,1751
641,1752
788,1752
1079,1752
1080,1752
1081,1752
1548,1752
1549,1752
640,1753
641,1753
787,1753
788,1753
1081,1753
1082,1753
1549,1753
640,1754
786,1754
787,1754
1082,1754
1083,1754
1084,1754
1549,1754
639,1755
640,1755
786,1755
1084,1755
1085,1755
1549,1755
1550,1755
639,1756
785,1756
786,1756
1085,1756
1086,1756
1087,1756
1550,1756
638,1757
639,1757
784,1757
785,1757
1087,1757
1088,1757
1550,1757
638,1758
784,1758
1088,1758
1089,1758
1090,1758
1550,1758
1551,1758
637,1759
638,1759
783,1759
784,1759
1090,1759
1091,1759
1551,1759
637,1760
783,1760
1091,1760
1092,1760
1093,1760
1551,1760
636,1761
637,1761
782,1761
783,1761
1093,1761
1094,1761
1551,1761
1552,1761
636,1762
781,1762
782,1762
1094,1762
1095,1762
1552,1762
635,1763
636,1763
781,1763
1095,1763
1096,1763
1097,1763
1552,1763
635,1764
780,1764
781,1764
1097,1764
1098,1764
1552,1764
635,1765
779,1765
780,1765
1098,1765
1099,1765
1552,1765
1553,1765
634,1766
635,1766
779,1766
1099,1766
1100,1766
1553,1766
634,1767
778,1767
779,1767
1100,1767
1101,1767
1102,1767
1553,1767
633,1768
634,1768
778,1768
1102,1768
1103,1768
1553,1768
633,1769
777,1769
778,1769
1103,1769
1104,1769
1553,1769
1554,1769
632,1770
633,1770
776,1770
777,1770
1104,1770
1105,1770
1554,1770
632,1771
776,1771
1105,1771
1106,1771
1554,1771
632,1772
775,1772
776,1772
1106,1772
1107,1772
1554,1772
631,1773
632,1773
775,1773
1107,1773
1108,1773
1554,1773
1555,1773
631,1774
774,1774
775,1774
1108,1774
1109,1774
1555,1774
630,1775
631,1775
774,1775
1109,1775
1110,1775
1555,1775
630,1776
773,1776
774,1776
1110,1776
1111,1776
1555,1776
629,1777
630,1777
772,1777
773,1777
1111,1777
1112,1777
1555,1777
1556,1777
629,1778
772,1778
1112,1778
1113,1778
1556,1778
629,1779
771,1779
772,1779
1113,1779
1114,1779
1556,1779
628,1780
629,1780
771,1780
1114,1780
1115,1780
1556,1780
628,1781
770,1781
771,1781
1115,1781
1116,1781
1556,1781
627,1782
628,1782
770,1782
1116,1782
1117,1782
1556,1782
1557,1782
627,1783
769,1783
770,1783
1117,1783
1118,1783
1557,1783
627,1784
769,1784
1118,1784
1119,1784
1557,1784
626,1785
627,1785
768,1785
769,1785
1119,1785
1557,1785
626,1786
768,1786
1119,1786
1120,1786
1557,1786
625,1787
626,1787
767,1787
768,1787
1120,1787
1121,1787
1557,1787
625,1788
767,1788
1121,1788
1122,1788
1557,1788
1558,1788
625,1789
766,1789
767,1789
1122,1789
1123,1789
1558,1789
624,1790
625,1790
766,1790
1123,1790
1558,1790
624,1791
765,1791
766,1791
1123,1791
1124,1791
1558,1791
624,1792
765,1792
1124,1792
1125,1792
1558,1792
623,1793
624,1793
764,1793
765,1793
1125,1793
1126,1793
1558,1793
623,1794
764,1794
1126,1794
1127,1794
1558,1794
622,1795
623,1795
763,1795
764,1795
1127,1795
1558,1795
1559,1795
622,1796
763,1796
1127,1796
1128,1796
1559,1796
622,1797
763,1797
1128,1797
1129,1797
1559,1797
621,1798
622,1798
762,1798
763,1798
1129,1798
1559,1798
621,1799
762,1799
1129,1799
1130,1799
1559,1799
621,1800
761,1800
762,1800
1130,1800
1131,1800
1559,1800
620,1801
621,1801
761,1801
1131,1801
1132,1801
1559,1801
620,1802
760,1802
761,1802
1132,1802
1559,1802
620,1803
760,1803
1132,1803
1133,1803
1559,1803
1560,1803
619,1804
620,1804
760,1804
1133,1804
1134,1804
1560,1804
619,1805
759,1805
760,1805
1134,1805
1560,1805
619,1806
759,1806
1134,1806
1135,1806
1560,1806
618,1807
619,1807
758,1807
759,1807
1135,1807
1560,1807
618,1808
758,1808
1135,1808
1136,1808
1560,1808
618,1809
758,1809
1136,1809
1137,1809
1560,1809
617,1810
618,1810
757,1810
758,1810
1137,1810
1560,1810
617,1811
757,1811
1137,1811
1138,1811
1560,1811
617,1812
756,1812
757,1812
1138,1812
1560,1812
616,1813
617,1813
756,1813
1138,1813
1139,1813
1560,1813
616,1814
756,1814
1139,1814
1140,1814
1560,1814
1561,1814
616,1815
755,1815
756,1815
1140,1815
1561,1815
615,1816
616,1816
755,1816
1140,1816
1141,1816
1561,1816
615,1817
754,1817
755,1817
1141,1817
1561,1817
615,1818
754,1818
1141,1818
1142,1818
1561,1818
614,1819
615,1819
754,1819
1142,1819
1561,1819
614,1820
753,1820
754,1820
1142,1820
1143,1820
1561,1820
614,1821
753,1821
1143,1821
1561,1821
613,1822
614,1822
753,1822
1143,1822
1144,1822
1561,1822
613,1823
752,1823
753,1823
1144,1823
1145,1823
1561,1823
613,1824
752,1824
1145,1824
1561,1824
613,1825
752,1825
1145,1825
1146,1825
1561,1825
612,1826
613,1826
751,1826
752,1826
1146,1826
1561,1826
612,1827
751,1827
1146,1827
1561,1827
612,1828
751,1828
1146,1828
1147,1828
1561,1828
1562,1828
611,1829
612,1829
750,1829
751,1829
1147,1829
1562,1829
611,1830
750,1830
1147,1830
1148,1830
1562,1830
611,1831
750,1831
1148,1831
1562,1831
611,1832
749,1832
750,1832
1148,1832
1149,1832
1562,1832
610,1833
611,1833
749,1833
1149,1833
1562,1833
610,1834
749,1834
1149,1834
1150,1834
1562,1834
610,1835
749,1835
1150,1835
1562,1835
610,1836
748,1836
749,1836
1150,1836
1151,1836
1562,1836
609,1837
610,1837
748,1837
1151,1837
1562,1837
609,1838
748,1838
1151,1838
1562,1838
609,1839
747,1839
748,1839
1151,1839
1152,1839
1562,1839
609,1840
747,1840
1152,1840
1562,1840
609,1841
747,1841
1152,1841
1562,1841
608,1842
609,1842
747,1842
1152,1842
1153,1842
1562,1842
608,1843
746,1843
747,1843
1153,1843
1562,1843
608,1844
746,1844
1153,1844
1154,1844
1562,1844
608,1845
746,1845
1154,1845
1562,1845
607,1846
608,1846
746,1846
1154,1846
1562,1846
607,1847
745,1847
746,1847
1154,1847
1155,1847
1562,1847
607,1848
745,1848
1155,1848
1562,1848
607,1849
745,1849
1155,1849
1562,1849
607,1850
745,1850
1155,1850
1156,1850
1562,1850
606,1851
607,1851
745,1851
1156,1851
1562,1851
606,1852
744,1852
745,1852
1156,1852
1562,1852
606,1853
744,1853
1156,1853
1562,1853
606,1854
744,1854
1156,1854
1157,1854
1562,1854
606,1855
744,1855
1157,1855
1562,1855
606,1856
744,1856
1157,1856
1562,1856
605,1857
606,1857
743,1857
744,1857
1157,1857
1562,1857
605,1858
743,1858
1157,1858
1158,1858
1562,1858
605,1859
743,1859
1158,1859
1562,1859
605,1860
743,1860
1158,1860
1562,1860
605,1861
743,1861
1158,1861
1562,1861
605,1862
743,1862
1158,1862
1159,1862
1562,1862
605,1863
742,1863
743,1863
1159,1863
1562,1863
604,1864
605,1864
742,1864
1159,1864
1562,1864
604,1865
742,1865
1159,1865
1562,1865
604,1866
742,1866
1159,1866
1562,1866
604,1867
742,1867
1159,1867
1562,1867
604,1868
