x,y
742,1868
1159,1868
1562,1868
604,1869
742,1869
1159,1869
1160,1869
1562,1869
604,1870
742,1870
1160,1870
1562,1870
604,1871
742,1871
1160,1871
1562,1871
604,1872
742,1872
1160,1872
1562,1872
604,1873
742,1873
1160,1873
1562,1873
604,1874
742,1874
1160,1874
1562,1874
604,1875
742,1875
1160,1875
1562,1875
604,1876
742,1876
1160,1876
1562,1876
604,1877
742,1877
1160,1877
1562,1877
604,1878
742,1878
1160,1878
1562,1878
604,1879
742,1879
1160,1879
1562,1879
604,1880
742,1880
1160,1880
1562,1880
604,1881
742,1881
1160,1881
1562,1881
604,1882
742,1882
1160,1882
1562,1882
604,1883
742,1883
1160,1883
1562,1883
604,1884
742,1884
1160,1884
1562,1884
604,1885
742,1885
1160,1885
1562,1885
604,1886
742,1886
1160,1886
1562,1886
604,1887
742,1887
1160,1887
1562,1887
604,1888
742,1888
1160,1888
1562,1888
604,1889
742,1889
1160,1889
1562,1889
604,1890
742,1890
1160,1890
1562,1890
604,1891
742,1891
1160,1891
1562,1891
604,1892
742,1892
1160,1892
1562,1892
604,1893
742,1893
1160,1893
1562,1893
604,1894
742,1894
1160,1894
1562,1894
604,1895
742,1895
1160,1895
1562,1895
604,1896
742,1896
1160,1896
1562,1896
604,1897
742,1897
1160,1897
1562,1897
604,1898
742,1898
1160,1898
1562,1898
604,1899
742,1899
1160,1899
1562,1899
604,1900
742,1900
1160,1900
1562,1900
604,1901
742,1901
1160,1901
1562,1901
604,1902
742,1902
1160,1902
1562,1902
604,1903
742,1903
1160,1903
1562,1903
604,1904
742,1904
1160,1904
1562,1904
604,1905
742,1905
1160,1905
1562,1905
604,1906
742,1906
1160,1906
1562,1906
604,1907
742,1907
1160,1907
1562,1907
604,1908
742,1908
1160,1908
1562,1908
604,1909
742,1909
1160,1909
1562,1909
604,1910
742,1910
1160,1910
1562,1910
604,1911
742,1911
1160,1911
1562,1911
604,1912
742,1912
1160,1912
1562,1912
604,1913
742,1913
1160,1913
1562,1913
604,1914
742,1914
1160,1914
1562,1914
604,1915
742,1915
1160,1915
1562,1915
604,1916
742,1916
1160,1916
1562,1916
604,1917
742,1917
1160,1917
1562,1917
604,1918
742,1918
1160,1918
1562,1918
604,1919
742,1919
1160,1919
1562,1919
604,1920
742,1920
1160,1920
1562,1920
604,1921
742,1921
1160,1921
1562,1921
604,1922
742,1922
1159,1922
1160,1922
1562,1922
604,1923
742,1923
1159,1923
1562,1923
604,1924
742,1924
1159,1924
1562,1924
604,1925
742,1925
1159,1925
1562,1925
604,1926
742,1926
1159,1926
1562,1926
604,1927
605,1927
742,1927
1159,1927
1562,1927
605,1928
742,1928
743,1928
1159,1928
1562,1928
605,1929
743,1929
1158,1929
1159,1929
1562,1929
605,1930
743,1930
1158,1930
1562,1930
605,1931
743,1931
1158,1931
1562,1931
605,1932
743,1932
1158,1932
1562,1932
605,1933
743,1933
1158,1933
1562,1933
605,1934
743,1934
1157,1934
1158,1934
1562,1934
605,1935
606,1935
743,1935
744,1935
1157,1935
1562,1935
606,1936
744,1936
1157,1936
1562,1936
606,1937
744,1937
1157,1937
1562,1937
606,1938
744,1938
1156,1938
1157,1938
1562,1938
606,1939
744,1939
1156,1939
1562,1939
606,1940
607,1940
744,1940
745,1940
1156,1940
1562,1940
607,1941
745,1941
1155,1941
1156,1941
1562,1941
607,1942
745,1942
1155,1942
1562,1942
607,1943
745,1943
1155,1943
1562,1943
607,1944
745,1944
1154,1944
1155,1944
1562,1944
607,1945
608,1945
745,1945
746,1945
1154,1945
1562,1945
608,1946
746,1946
1154,1946
1562,1946
608,1947
746,1947
1153,1947
1154,1947
1562,1947
608,1948
746,1948
1153,1948
1562,1948
608,1949
746,1949
747,1949
1153,1949
1562,1949
608,1950
609,1950
747,1950
1152,1950
1153,1950
1562,1950
609,1951
747,1951
1152,1951
1562,1951
609,1952
747,1952
1152,1952
1562,1952
609,1953
747,1953
748,1953
1151,1953
1152,1953
1562,1953
609,1954
610,1954
748,1954
1151,1954
1562,1954
610,1955
748,1955
1150,1955
1151,1955
1562,1955
610,1956
748,1956
749,1956
1150,1956
1562,1956
610,1957
749,1957
1150,1957
1562,1957
610,1958
611,1958
749,1958
1149,1958
1150,1958
1562,1958
611,1959
749,1959
1149,1959
1562,1959
611,1960
749,1960
750,1960
1148,1960
1149,1960
1562,1960
611,1961
750,1961
1148,1961
1562,1961
611,1962
612,1962
750,1962
1147,1962
1148,1962
1562,1962
612,1963
750,1963
751,1963
1147,1963
1562,1963
612,1964
751,1964
1146,1964
1147,1964
1561,1964
1562,1964
612,1965
751,1965
1146,1965
1561,1965
612,1966
613,1966
751,1966
752,1966
1145,1966
1146,1966
1561,1966
613,1967
752,1967
1145,1967
1561,1967
613,1968
752,1968
1144,1968
1145,1968
1561,1968
613,1969
614,1969
752,1969
753,1969
1144,1969
1561,1969
614,1970
753,1970
1143,1970
1144,1970
1561,1970
614,1971
753,1971
1143,1971
1561,1971
614,1972
753,1972
754,1972
1142,1972
1143,1972
1561,1972
614,1973
615,1973
754,1973
1142,1973
1561,1973
615,1974
754,1974
755,1974
1141,1974
1142,1974
1561,1974
615,1975
755,1975
1141,1975
1561,1975
615,1976
616,1976
755,1976
1140,1976
1141,1976
1561,1976
616,1977
755,1977
756,1977
1140,1977
1561,1977
616,1978
756,1978
1139,1978
1140,1978
1560,1978
1561,1978
616,1979
617,1979
756,1979
1138,1979
1139,1979
1560,1979
617,1980
756,1980
757,1980
1138,1980
1560,1980
617,1981
757,1981
1137,1981
1138,1981
1560,1981
617,1982
618,1982
757,1982
758,1982
1137,1982
1560,1982
618,1983
758,1983
1136,1983
1137,1983
1560,1983
618,1984
758,1984
1135,1984
1136,1984
1560,1984
618,1985
619,1985
758,1985
759,1985
1135,1985
1560,1985
619,1986
759,1986
1134,1986
1135,1986
1560,1986
619,1987
759,1987
760,1987
1133,1987
1134,1987
1560,1987
619,1988
620,1988
760,1988
1133,1988
1560,1988
620,1989
760,1989
1132,1989
1133,1989
1559,1989
1560,1989
620,1990
760,1990
761,1990
1131,1990
1132,1990
1559,1990
620,1991
621,1991
761,1991
1131,1991
1559,1991
621,1992
761,1992
762,1992
1130,1992
1131,1992
1559,1992
621,1993
762,1993
1129,1993
1130,1993
1559,1993
621,1994
622,1994
762,1994
763,1994
1129,1994
1559,1994
622,1995
763,1995
1128,1995
1129,1995
1559,1995
622,1996
623,1996
763,1996
764,1996
1127,1996
1128,1996
1559,1996
623,1997
764,1997
1126,1997
1127,1997
1558,1997
1559,1997
623,1998
764,1998
1126,1998
1558,1998
623,1999
624,1999
764,1999
765,1999
1125,1999
1126,1999
1558,1999
624,2000
765,2000
1124,2000
1125,2000
1558,2000
624,2001
765,2001
766,2001
1123,2001
1124,2001
1558,2001
624,2002
625,2002
766,2002
1123,2002
1558,2002
625,2003
766,2003
767,2003
1122,2003
1123,2003
1558,2003
625,2004
626,2004
767,2004
1121,2004
1122,2004
1557,2004
1558,2004
626,2005
767,2005
768,2005
1120,2005
1121,2005
1557,2005
626,2006
768,2006
1119,2006
1120,2006
1557,2006
626,2007
627,2007
768,2007
769,2007
1118,2007
1119,2007
1557,2007
627,2008
769,2008
1118,2008
1557,2008
627,2009
628,2009
769,2009
770,2009
1117,2009
1118,2009
1557,2009
628,2010
770,2010
1116,2010
1117,2010
1556,2010
1557,2010
628,2011
770,2011
771,2011
1115,2011
1116,2011
1556,2011
628,2012
629,2012
771,2012
1114,2012
1115,2012
1556,2012
629,2013
771,2013
772,2013
1113,2013
1114,2013
1556,2013
629,2014
630,2014
772,2014
773,2014
1112,2014
1113,2014
1556,2014
630,2015
773,2015
1111,2015
1112,2015
1555,2015
1556,2015
630,2016
773,2016
774,2016
1110,2016
1111,2016
1555,2016
630,2017
631,2017
774,2017
1109,2017
1110,2017
1555,2017
631,2018
774,2018
775,2018
1108,2018
1109,2018
1555,2018
631,2019
632,2019
775,2019
1107,2019
1108,2019
1554,2019
1555,2019
632,2020
775,2020
776,2020
1106,2020
1107,2020
1554,2020
632,2021
776,2021
1105,2021
1106,2021
1554,2021
632,2022
633,2022
776,2022
777,2022
1104,2022
1105,2022
1554,2022
633,2023
777,2023
778,2023
1102,2023
1103,2023
1104,2023
1553,2023
1554,2023
633,2024
634,2024
778,2024
1101,2024
1102,2024
1553,2024
634,2025
778,2025
779,2025
1100,2025
1101,2025
1553,2025
634,2026
635,2026
779,2026
1099,2026
1100,2026
1553,2026
635,2027
779,2027
780,2027
1098,2027
1099,2027
1552,2027
1553,2027
635,2028
636,2028
780,2028
781,2028
1096,2028
1097,2028
1098,2028
1552,2028
636,2029
781,2029
1095,2029
1096,2029
1552,2029
636,2030
781,2030
782,2030
1094,2030
1095,2030
1552,2030
636,2031
637,2031
782,2031
783,2031
1092,2031
1093,2031
1094,2031
1551,2031
1552,2031
637,2032
783,2032
1091,2032
1092,2032
1551,2032
637,2033
638,2033
783,2033
784,2033
1090,2033
1091,2033
1551,2033
638,2034
784,2034
785,2034
1088,2034
1089,2034
1090,2034
1550,2034
1551,2034
638,2035
639,2035
785,2035
1087,2035
1088,2035
1550,2035
639,2036
785,2036
786,2036
1085,2036
1086,2036
1087,2036
1550,2036
639,2037
640,2037
786,2037
787,2037
1084,2037
1085,2037
1549,2037
1550,2037
640,2038
787,2038
1082,2038
1083,2038
1084,2038
1549,2038
640,2039
641,2039
787,2039
788,2039
1080,2039
1081,2039
1082,2039
1549,2039
641,2040
788,2040
789,2040
1078,2040
1079,2040
1080,2040
1548,2040
1549,2040
641,2041
642,2041
789,2041
1077,2041
1078,2041
1548,2041
642,2042
789,2042
790,2042
1075,2042
1076,2042
1077,2042
1548,2042
642,2043
643,2043
790,2043
791,2043
1073,2043
1074,2043
1075,2043
1547,2043
1548,2043
643,2044
791,2044
1071,2044
1072,2044
1073,2044
1547,2044
643,2045
644,2045
791,2045
792,2045
1068,2045
1069,2045
1070,2045
1071,2045
1547,2045
644,2046
792,2046
793,2046
1066,2046
1067,2046
1068,2046
1546,2046
1547,2046
644,2047
645,2047
793,2047
794,2047
1063,2047
1064,2047
1065,2047
1066,2047
1546,2047
645,2048
794,2048
1060,2048
1061,2048
1062,2048
1063,2048
1545,2048
1546,2048
645,2049
646,2049
794,2049
795,2049
1057,2049
1058,2049
1059,2049
1060,2049
1545,2049
646,2050
795,2050
796,2050
1053,2050
1054,2050
1055,2050
1056,2050
1057,2050
1545,2050
646,2051
647,2051
796,2051
1005,2051
1006,2051
1007,2051
1008,2051
1009,2051
1010,2051
1011,2051
1012,2051
1013,2051
1014,2051
1015,2051
1016,2051
1017,2051
1018,2051
1019,2051
1020,2051
1021,2051
1022,2051
1023,2051
1024,2051
1025,2051
1026,2051
1027,2051
1028,2051
1029,2051
1030,2051
1031,2051
1032,2051
1033,2051
1034,2051
1035,2051
1036,2051
1037,2051
1038,2051
1039,2051
1040,2051
1041,2051
1042,2051
1043,2051
1044,2051
1045,2051
1046,2051
1047,2051
1048,2051
1049,2051
1050,2051
1051,2051
1052,2051
1053,2051
1544,2051
1545,2051
647,2052
796,2052
797,2052
1001,2052
1002,2052
1003,2052
1004,2052
1005,2052
1544,2052
647,2053
648,2053
797,2053
798,2053
952,2053
953,2053
997,2053
998,2053
999,2053
1000,2053
1001,2053
1543,2053
1544,2053
648,2054
798,2054
799,2054
800,2054
801,2054
802,2054
803,2054
804,2054
805,2054
806,2054
807,2054
808,2054
809,2054
810,2054
811,2054
812,2054
813,2054
814,2054
815,2054
816,2054
817,2054
818,2054
819,2054
820,2054
821,2054
822,2054
823,2054
824,2054
825,2054
826,2054
827,2054
828,2054
829,2054
830,2054
831,2054
832,2054
833,2054
834,2054
835,2054
836,2054
837,2054
949,2054
950,2054
951,2054
952,2054
953,2054
954,2054
955,2054
956,2054
957,2054
958,2054
959,2054
960,2054
961,2054
962,2054
963,2054
964,2054
965,2054
966,2054
967,2054
968,2054
969,2054
970,2054
971,2054
972,2054
973,2054
974,2054
975,2054
976,2054
977,2054
978,2054
979,2054
980,2054
981,2054
982,2054
983,2054
984,2054
985,2054
986,2054
987,2054
988,2054
989,2054
990,2054
991,2054
992,2054
993,2054
994,2054
995,2054
996,2054
997,2054
1543,2054
648,2055
649,2055
837,2055
838,2055
839,2055
894,2055
895,2055
896,2055
946,2055
947,2055
948,2055
949,2055
1543,2055
649,2056
839,2056
840,2056
841,2056
842,2056
890,2056
891,2056
892,2056
893,2056
894,2056
896,2056
897,2056
898,2056
899,2056
941,2056
942,2056
943,2056
944,2056
945,2056
946,2056
1542,2056
1543,2056
649,2057
650,2057
842,2057
843,2057
844,2057
845,2057
846,2057
847,2057
848,2057
849,2057
850,2057
851,2057
852,2057
853,2057
854,2057
855,2057
856,2057
857,2057
858,2057
859,2057
860,2057
861,2057
862,2057
863,2057
864,2057
865,2057
866,2057
867,2057
868,2057
869,2057
870,2057
871,2057
872,2057
873,2057
874,2057
875,2057
876,2057
877,2057
878,2057
879,2057
880,2057
881,2057
882,2057
883,2057
884,2057
885,2057
886,2057
887,2057
888,2057
889,2057
890,2057
899,2057
900,2057
901,2057
902,2057
903,2057
904,2057
905,2057
906,2057
907,2057
908,2057
909,2057
910,2057
911,2057
912,2057
913,2057
914,2057
915,2057
916,2057
917,2057
918,2057
919,2057
920,2057
921,2057
922,2057
923,2057
924,2057
925,2057
926,2057
927,2057
928,2057
929,2057
930,2057
931,2057
932,2057
933,2057
934,2057
935,2057
936,2057
937,2057
938,2057
939,2057
940,2057
941,2057
1542,2057
650,2058
1541,2058
1542,2058
650,2059
651,2059
1541,2059
651,2060
1540,2060
1541,2060
651,2061
652,2061
1540,2061
652,2062
1539,2062
1540,2062
652,2063
653,2063
1539,2063
653,2064
654,2064
1538,2064
1539,2064
654,2065
1538,2065
654,2066
655,2066
1538,2066
655,2067
1537,2067
1538,2067
655,2068
656,2068
1536,2068
1537,2068
656,2069
1536,2069
656,2070
657,2070
1535,2070
1536,2070
657,2071
658,2071
1535,2071
658,2072
1534,2072
1535,2072
658,2073
659,2073
1534,2073
659,2074
1533,2074
1534,2074
659,2075
660,2075
1533,2075
660,2076
661,2076
1532,2076
1533,2076
661,2077
1532,2077
661,2078
662,2078
1531,2078
1532,2078
662,2079
1530,2079
1531,2079
662,2080
663,2080
1530,2080
663,2081
664,2081
1529,2081
1530,2081
664,2082
1529,2082
664,2083
665,2083
1528,2083
1529,2083
665,2084
666,2084
1527,2084
1528,2084
666,2085
1527,2085
666,2086
667,2086
1526,2086
1527,2086
667,2087
1525,2087
1526,2087
667,2088
668,2088
1525,2088
668,2089
669,2089
1524,2089
1525,2089
669,2090
1523,2090
1524,2090
669,2091
670,2091
1523,2091
670,2092
671,2092
1522,2092
1523,2092
671,2093
1521,2093
1522,2093
671,2094
672,2094
1521,2094
672,2095
673,2095
1520,2095
1521,2095
673,2096
1519,2096
1520,2096
673,2097
674,2097
1519,2097
674,2098
675,2098
1518,2098
1519,2098
675,2099
676,2099
1517,2099
1518,2099
676,2100
1516,2100
1517,2100
676,2101
677,2101
1516,2101
677,2102
678,2102
1515,2102
1516,2102
678,2103
1514,2103
1515,2103
678,2104
679,2104
1513,2104
1514,2104
679,2105
680,2105
1513,2105
680,2106
1512,2106
1513,2106
680,2107
681,2107
1511,2107
1512,2107
681,2108
682,2108
1510,2108
1511,2108
682,2109
683,2109
1509,2109
1510,2109
683,2110
1509,2110
683,2111
684,2111
1508,2111
1509,2111
684,2112
685,2112
1507,2112
1508,2112
685,2113
686,2113
1506,2113
1507,2113
686,2114
1505,2114
1506,2114
686,2115
687,2115
1504,2115
1505,2115
687,2116
688,2116
1504,2116
688,2117
689,2117
1503,2117
1504,2117
689,2118
1502,2118
1503,2118
689,2119
690,2119
1501,2119
1502,2119
690,2120
691,2120
1500,2120
1501,2120
691,2121
692,2121
1499,2121
1500,2121
692,2122
693,2122
1498,2122
1499,2122
693,2123
1497,2123
1498,2123
693,2124
694,2124
1496,2124
1497,2124
694,2125
695,2125
1495,2125
1496,2125
695,2126
696,2126
1495,2126
696,2127
697,2127
1494,2127
1495,2127
697,2128
1493,2128
1494,2128
697,2129
698,2129
1492,2129
1493,2129
698,2130
699,2130
1491,2130
1492,2130
699,2131
700,2131
1490,2131
1491,2131
700,2132
701,2132
1489,2132
1490,2132
701,2133
702,2133
1488,2133
1489,2133
702,2134
1487,2134
1488,2134
702,2135
703,2135
1486,2135
1487,2135
703,2136
704,2136
1485,2136
1486,2136
704,2137
705,2137
1484,2137
1485,2137
705,2138
706,2138
1483,2138
1484,2138
706,2139
707,2139
1482,2139
1483,2139
707,2140
708,2140
1481,2140
1482,2140
708,2141
1480,2141
1481,2141
708,2142
709,2142
1478,2142
1479,2142
1480,2142
709,2143
710,2143
1477,2143
1478,2143
710,2144
711,2144
1476,2144
1477,2144
711,2145
712,2145
1475,2145
1476,2145
712,2146
713,2146
1474,2146
1475,2146
713,2147
714,2147
1473,2147
1474,2147
714,2148
715,2148
1472,2148
1473,2148
715,2149
716,2149
1471,2149
1472,2149
716,2150
717,2150
1470,2150
1471,2150
717,2151
718,2151
1469,2151
1470,2151
718,2152
1467,2152
1468,2152
1469,2152
718,2153
719,2153
1466,2153
1467,2153
719,2154
720,2154
1465,2154
1466,2154
720,2155
721,2155
1464,2155
1465,2155
721,2156
722,2156
1463,2156
1464,2156
722,2157
723,2157
1462,2157
1463,2157
723,2158
724,2158
1460,2158
1461,2158
1462,2158
724,2159
725,2159
1459,2159
1460,2159
725,2160
726,2160
1458,2160
1459,2160
726,2161
727,2161
1457,2161
1458,2161
727,2162
728,2162
1456,2162
1457,2162
728,2163
729,2163
1454,2163
1455,2163
1456,2163
729,2164
730,2164
1453,2164
1454,2164
730,2165
731,2165
1452,2165
1453,2165
731,2166
732,2166
1451,2166
1452,2166
732,2167
733,2167
1449,2167
1450,2167
1451,2167
733,2168
734,2168
1448,2168
1449,2168
734,2169
735,2169
1447,2169
1448,2169
735,2170
736,2170
1445,2170
1446,2170
1447,2170
736,2171
737,2171
1444,2171
1445,2171
737,2172
738,2172
1443,2172
1444,2172
738,2173
739,2173
1441,2173
1442,2173
1443,2173
739,2174
740,2174
1440,2174
1441,2174
740,2175
741,2175
1439,2175
1440,2175
741,2176
742,2176
1437,2176
1438,2176
1439,2176
742,2177
743,2177
1436,2177
1437,2177
743,2178
744,2178
745,2178
1435,2178
1436,2178
745,2179
746,2179
1433,2179
1434,2179
1435,2179
746,2180
747,2180
1432,2180
1433,2180
747,2181
748,2181
1430,2181
1431,2181
1432,2181
748,2182
749,2182
1429,2182
1430,2182
749,2183
750,2183
1427,2183
1428,2183
1429,2183
750,2184
751,2184
1426,2184
1427,2184
751,2185
752,2185
1424,2185
1425,2185
1426,2185
752,2186
753,2186
1423,2186
1424,2186
753,2187
754,2187
1421,2187
1422,2187
1423,2187
754,2188
755,2188
756,2188
1420,2188
1421,2188
756,2189
757,2189
1418,2189
1419,2189
1420,2189
757,2190
758,2190
1417,2190
1418,2190
758,2191
759,2191
1415,2191
1416,2191
1417,2191
759,2192
760,2192
1413,2192
1414,2192
1415,2192
760,2193
761,2193
1412,2193
1413,2193
761,2194
762,2194
763,2194
1410,2194
1411,2194
1412,2194
763,2195
764,2195
1408,2195
1409,2195
1410,2195
764,2196
765,2196
1407,2196
1408,2196
765,2197
766,2197
1405,2197
1406,2197
1407,2197
766,2198
767,2198
1403,2198
1404,2198
1405,2198
767,2199
768,2199
769,2199
1402,2199
1403,2199
769,2200
770,2200
1400,2200
1401,2200
1402,2200
770,2201
771,2201
1398,2201
1399,2201
1400,2201
771,2202
772,2202
1396,2202
1397,2202
1398,2202
772,2203
773,2203
1395,2203
1396,2203
773,2204
774,2204
775,2204
1393,2204
1394,2204
1395,2204
775,2205
776,2205
1391,2205
1392,2205
1393,2205
776,2206
777,2206
1389,2206
1390,2206
1391,2206
777,2207
778,2207
779,2207
1387,2207
1388,2207
1389,2207
779,2208
780,2208
1386,2208
1387,2208
780,2209
781,2209
1384,2209
1385,2209
1386,2209
781,2210
782,2210
1382,2210
1383,2210
1384,2210
782,2211
783,2211
784,2211
1380,2211
1381,2211
1382,2211
784,2212
785,2212
1378,2212
1379,2212
1380,2212
785,2213
786,2213
1376,2213
1377,2213
1378,2213
786,2214
787,2214
788,2214
1374,2214
1375,2214
1376,2214
788,2215
789,2215
1372,2215
1373,2215
1374,2215
789,2216
790,2216
1370,2216
1371,2216
1372,2216
790,2217
791,2217
792,2217
1367,2217
1368,2217
1369,2217
1370,2217
792,2218
793,2218
1365,2218
1366,2218
1367,2218
793,2219
794,2219
1363,2219
1364,2219
1365,2219
794,2220
795,2220
796,2220
1361,2220
1362,2220
1363,2220
796,2221
797,2221
1359,2221
1360,2221
1361,2221
797,2222
798,2222
1357,2222
1358,2222
1359,2222
798,2223
799,2223
800,2223
1354,2223
1355,2223
1356,2223
1357,2223
800,2224
801,2224
1352,2224
1353,2224
1354,2224
801,2225
802,2225
803,2225
1350,2225
1351,2225
1352,2225
803,2226
804,2226
1347,2226
1348,2226
1349,2226
1350,2226
804,2227
805,2227
806,2227
1345,2227
1346,2227
1347,2227
806,2228
807,2228
1342,2228
1343,2228
1344,2228
1345,2228
807,2229
808,2229
1340,2229
1341,2229
1342,2229
808,2230
809,2230
810,2230
1337,2230
1338,2230
1339,2230
1340,2230
810,2231
811,2231
1335,2231
1336,2231
1337,2231
811,2232
812,2232
813,2232
1332,2232
1333,2232
1334,2232
1335,2232
813,2233
814,2233
1330,2233
1331,2233
1332,2233
814,2234
815,2234
816,2234
1327,2234
1328,2234
1329,2234
1330,2234
816,2235
817,2235
1325,2235
1326,2235
1327,2235
817,2236
818,2236
1322,2236
1323,2236
1324,2236
1325,2236
818,2237
819,2237
820,2237
1320,2237
1321,2237
1322,2237
820,2238
821,2238
1318,2238
1319,2238
1320,2238
821,2239
822,2239
1315,2239
1316,2239
1317,2239
1318,2239
822,2240
823,2240
1313,2240
1314,2240
1315,2240
823,2241
824,2241
1311,2241
1312,2241
1313,2241
824,2242
825,2242
1309,2242
1310,2242
1311,2242
825,2243
826,2243
1307,2243
1308,2243
1309,2243
826,2244
827,2244
1305,2244
1306,2244
1307,2244
827,2245
828,2245
1303,2245
1304,2245
1305,2245
828,2246
829,2246
1301,2246
1302,2246
1303,2246
829,2247
830,2247
1298,2247
1299,2247
1300,2247
1301,2247
830,2248
831,2248
1296,2248
1297,2248
1298,2248
831,2249
832,2249
1294,2249
1295,2249
1296,2249
832,2250
833,2250
1292,2250
1293,2250
1294,2250
833,2251
834,2251
1290,2251
1291,2251
1292,2251
834,2252
835,2252
1287,2252
1288,2252
1289,2252
1290,2252
835,2253
836,2253
1285,2253
1286,2253
1287,2253
836,2254
837,2254
1283,2254
1284,2254
1285,2254
837,2255
838,2255
1281,2255
1282,2255
1283,2255
838,2256
839,2256
1278,2256
1279,2256
1280,2256
1281,2256
839,2257
840,2257
1276,2257
1277,2257
1278,2257
840,2258
841,2258
1274,2258
1275,2258
1276,2258
841,2259
842,2259
1271,2259
1272,2259
1273,2259
1274,2259
842,2260
843,2260
1269,2260
1270,2260
1271,2260
843,2261
844,2261
1267,2261
1268,2261
1269,2261
844,2262
845,2262
1264,2262
1265,2262
1266,2262
1267,2262
845,2263
846,2263
1262,2263
1263,2263
1264,2263
846,2264
847,2264
1259,2264
1260,2264
1261,2264
1262,2264
847,2265
848,2265
1257,2265
1258,2265
1259,2265
848,2266
849,2266
1254,2266
1255,2266
1256,2266
1257,2266
849,2267
850,2267
1252,2267
1253,2267
1254,2267
850,2268
851,2268
1249,2268
1250,2268
1251,2268
1252,2268
851,2269
852,2269
853,2269
1247,2269
1248,2269
1249,2269
853,2270
854,2270
1244,2270
1245,2270
1246,2270
1247,2270
854,2271
855,2271
1242,2271
1243,2271
1244,2271
855,2272
856,2272
1239,2272
1240,2272
1241,2272
1242,2272
856,2273
857,2273
1237,2273
1238,2273
1239,2273
857,2274
858,2274
1234,2274
1235,2274
1236,2274
1237,2274
858,2275
859,2275
1232,2275
1233,2275
1234,2275
859,2276
860,2276
1229,2276
1230,2276
1231,2276
1232,2276
860,2277
861,2277
1227,2277
1228,2277
1229,2277
861,2278
862,2278
1224,2278
1225,2278
1226,2278
1227,2278
862,2279
863,2279
1222,2279
1223,2279
1224,2279
863,2280
864,2280
1219,2280
1220,2280
1221,2280
1222,2280
864,2281
865,2281
1217,2281
1218,2281
1219,2281
865,2282
866,2282
1215,2282
1216,2282
1217,2282
866,2283
867,2283
868,2283
1213,2283
1214,2283
1215,2283
868,2284
869,2284
1210,2284
1211,2284
1212,2284
1213,2284
869,2285
870,2285
1208,2285
1209,2285
1210,2285
870,2286
871,2286
1206,2286
1207,2286
1208,2286
871,2287
872,2287
1204,2287
1205,2287
1206,2287
872,2288
873,2288
1202,2288
1203,2288
1204,2288
873,2289
874,2289
1200,2289
1201,2289
1202,2289
874,2290
875,2290
1198,2290
1199,2290
1200,2290
875,2291
876,2291
1197,2291
1198,2291
876,2292
877,2292
878,2292
1195,2292
1196,2292
1197,2292
878,2293
879,2293
1193,2293
1194,2293
1195,2293
879,2294
880,2294
1192,2294
1193,2294
880,2295
881,2295
1190,2295
1191,2295
1192,2295
881,2296
882,2296
1188,2296
1189,2296
1190,2296
882,2297
883,2297
1187,2297
1188,2297
883,2298
884,2298
885,2298
1186,2298
1187,2298
885,2299
886,2299
1185,2299
1186,2299
886,2300
887,2300
1183,2300
1184,2300
1185,2300
887,2301
888,2301
1182,2301
1183,2301
888,2302
889,2302
1181,2302
1182,2302
889,2303
890,2303
891,2303
1180,2303
1181,2303
891,2304
892,2304
1178,2304
1179,2304
1180,2304
892,2305
893,2305
1177,2305
1178,2305
893,2306
894,2306
1176,2306
1177,2306
894,2307
895,2307
896,2307
1175,2307
1176,2307
896,2308
897,2308
1173,2308
1174,2308
1175,2308
897,2309
898,2309
1172,2309
1173,2309
898,2310
899,2310
900,2310
1171,2310
1172,2310
900,2311
901,2311
1170,2311
1171,2311
901,2312
902,2312
1168,2312
1169,2312
1170,2312
902,2313
903,2313
1167,2313
1168,2313
903,2314
904,2314
905,2314
1166,2314
1167,2314
905,2315
906,2315
1164,2315
1165,2315
1166,2315
906,2316
907,2316
1163,2316
1164,2316
907,2317
908,2317
909,2317
1162,2317
1163,2317
909,2318
910,2318
1160,2318
1161,2318
1162,2318
910,2319
911,2319
1159,2319
1160,2319
911,2320
912,2320
913,2320
1157,2320
1158,2320
1159,2320
913,2321
914,2321
1156,2321
1157,2321
914,2322
915,2322
916,2322
1155,2322
1156,2322
916,2323
917,2323
1153,2323
1154,2323
1155,2323
917,2324
918,2324
919,2324
1152,2324
1153,2324
919,2325
920,2325
1150,2325
1151,2325
1152,2325
920,2326
921,2326
1149,2326
1150,2326
921,2327
922,2327
923,2327
1147,2327
1148,2327
1149,2327
923,2328
924,2328
1146,2328
1147,2328
924,2329
925,2329
926,2329
1144,2329
1145,2329
1146,2329
926,2330
927,2330
1143,2330
1144,2330
927,2331
928,2331
929,2331
1141,2331
1142,2331
1143,2331
929,2332
930,2332
1139,2332
1140,2332
1141,2332
930,2333
931,2333
932,2333
1138,2333
1139,2333
932,2334
933,2334
934,2334
1136,2334
1137,2334
1138,2334
934,2335
935,2335
1135,2335
1136,2335
935,2336
936,2336
937,2336
1133,2336
1134,2336
1135,2336
937,2337
938,2337
1131,2337
1132,2337
1133,2337
938,2338
939,2338
940,2338
1130,2338
1131,2338
940,2339
941,2339
942,2339
1128,2339
1129,2339
1130,2339
942,2340
943,2340
1126,2340
1127,2340
1128,2340
943,2341
944,2341
945,2341
1124,2341
1125,2341
1126,2341
945,2342
946,2342
947,2342
1122,2342
1123,2342
1124,2342
947,2343
948,2343
949,2343
1121,2343
1122,2343
949,2344
950,2344
1119,2344
1120,2344
